rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1020479-sundowners,The Sundowners,"In 1920s Australia, Paddy Carmody (Robert Mitchum) is a roaming Irish sheepherder who loves his nomadic lifestyle. His wife, Ida (Deborah Kerr), and young son, Sean (Michael Anderson Jr.), don't share his wanderlust, and family tensions come to a head after Ida persuades Paddy to settle down with a steady job. Meanwhile, the family's boarder (Peter Ustinov) has to contend with the rigors of outback life and the attentions of a hotel-keeper (Glynis Johns) looking to land a husband.",,NR,"Action & Adventure, Classics, Drama",Fred Zinnemann,Isobel Lennart,"Robert Mitchum, Deborah Kerr, Peter Ustinov, Michael Anderson Jr., Glynis Johns, Dina Merrill, Chips Rafferty, Michael Anderson Jr., Lola Brooks, Wylie Watson, John Meillon, Ronald Fraser, Mervyn Johns, Molly Urquhart, Ewen Solon, Dick Bentley, Gerry Duggan, Peter Carver, Leonard Teale, Alister Williamson, Max Osbiston, Ray Barrett, Mercia Barden, Dimitri Tiomkin",1960-12-08,2014-11-01,133,Warner Home Video,Fresh,75,12,Upright,62,589,2,9,3
m/1020488-sunshine_boys,The Sunshine Boys,"Al Lewis (George Burns) and Willy Clark (Walter Matthau) are a pair of feuding vaudeville comedians (Lewis and Clark, naturally) who performed together for 47 years before finally calling it quits. A network genius then has the brilliant idea of reuniting the duo for a TV special about the history of comedy. Once the reunion is on, the sparks and one-liners start to fly with equal speed. But can Lewis and Clark put aside their differences long enough to collect one last paycheck?","Thanks to the sparkling chemistry between its stars and Herbert Ross' gentle direction, this sweetly ambling comedy ranks among Neil Simon's finest screen adaptations.",PG,"Classics, Comedy, Drama",Herbert Ross,Neil Simon,"Walter Matthau, George Burns, Richard Benjamin, Carol DeLuise, Lee Meredith, Rosetta Le Noire, F. Murray Abraham, Howard Hesseman, James Cranna, Ron Rifkin, Jennifer Lee Pryor, Fritz Feld, Jack Bernardi, Garn Stephens, Santos Morales, Sid Gould, Tom Spratley, Rashel Novikoff, Archie Hahn III, Sammy Smith, Dan Resin, Phyllis Diller, Steve Allen, Walter Stocker, Milt [Lewis] Kogan, Duchess Dale, Bob Goldstein, Bill Reddick, Eddie Villery, Gary K. Steven, Whoopi Goldberg",1975-11-06,2016-11-21,111,MGM Home Entertainment,Fresh,71,28,Upright,73,2461,3,20,8
m/1020659-suspect,Suspect,"Carl Anderson (Liam Neeson), a deaf, mute and homeless war veteran, is arrested for the murder of a prominent judge's secretary. But Kathleen Riley (Cher), Anderson's lawyer, believes her client is innocent. She sets out to track down the real killer, and, as the trial proceeds, makes an unlikely ally in Eddie Sanger (Dennis Quaid), a jury member. When they aren't in court, the two investigate the case and manage to uncover a massive conspiracy.",,R,"Drama, Horror, Mystery & Suspense",Peter Yates,"Joanne Pagliaro, Eric Roth","Cher, Dennis Quaid, Liam Neeson, John Mahoney, Joe Mantegna, Philip Bosco, E. Katherine Kerr, Fred Melamed, Lisbeth Bartlett, Paul D'Amato, Bernie McInerney, Thomas Barbour, Katie O'Hare, Rosemary Knower, Aaron Schwartz, Lloyd White, Myra Taylor, Bill Cobbs, Sam Gray, Richard Gant, Sandi Ross, Paul de la Rosa, Siona Dixon, Gene Mack, Jim Walton, Stefan Graham, Robert Walsh, Edwin M. Adams, Michael Beach, Prudence Barry, Carl Jackson, Billy Williams, Tony Craig, Jaye Tyrone Stewart, Paul Hjelmervik, Ralph Cosham, Wendy E. Taylor, R.C. Coleman, Djanet Sears, Jack Jessop, Diane Marie L Tomajczyk, Ewart Everard Williams, Greg McKinney, Michael Emmett, Darryl Palmer, David Lyle, Sandra Bowie, Fred Strother",1987-10-23,2013-04-09,121,Sony Pictures Home Entertainment,Fresh,67,18,Spilled,58,6776,1,12,6
m/1020660-suspicion,Suspicion,"Charming scoundrel Johnnie Aysgarth (Cary Grant) woos wealthy but plain Lina McLaidlaw (Joan Fontaine), who runs away with him despite the warnings of her disapproving father (Cedric Hardwicke). After their marriage, Johnnie's risky financial ventures cause Lina to suspect he's becoming involved in unscrupulous dealings. When his dear friend and business partner, Beaky (Nigel Bruce), dies under suspicious circumstances on a business trip, she fears her husband might kill her for her inheritance.","Not even notorious studio meddling can diminish the craft and tantalizing suspense of Suspicion, a sly showcase for Joan Fontaine's nervy prowess and Alfred Hitchcock's flair for disquiet.",NR,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,"Joan Harrison, Alma Reville, Alfred Hitchcock, Samson Raphaelson","Joan Fontaine, Cary Grant, Cedric Hardwicke, Nigel Bruce, Dame May Whitty, Isabel Jeans, Heather Angel, Auriol Lee, Reginald Sheffield, Leo G Carroll, Maureen Roden-Ryan, Carol Curtis Brown, Constance Worth, Violet Shelton, Pax Walker, Leonard Carey, Gertrude W. Hoffman, Kenneth Hunter, Clyde Cook, Faith Brook, Isobel Sedbusk, Reginald Sheffield, Dorothy Lloyd, Rex Evans, Reggie Wetherby, Constance Worth, Edward Fielding, Hilda Plowright, Ben Webster, Gavin Gordon, Nondas Metcalf, Lumsden Hare, Clara Reid, Vernon P. Downing, Billy Bevan, Alec Craig, Aubrey Mather, Elsie Weller",1941-11-14,2016-04-27,99,WARNER BROTHERS PICTURES,Fresh,97,33,Upright,78,14737,7,32,1
m/1020664-svengali,Svengali,"With his powers of hypnosis, the cruel music teacher Svengali (John Barrymore) is able to control women. When he sets his sights on the beautiful Trilby O'Farrell (Marian Marsh), she falls under his spell -- but her true love, Billee (Bramwell Fletcher), won't be taken easily out of the picture. Though Svengali gets the golden-voiced Trilby to fake her death, and then brings her on a tour of Europe, Billee uncovers the deception and sets out to wrest her from Svengali's clutches.",,NR,"Classics, Drama, Horror, Mystery & Suspense",Archie Mayo,J. Grubb Alexander,"John Barrymore, Marian Marsh, Bramwell Fletcher, Donald Crisp, Lumsden Hare, Carmel Myers, Luis Alberni, Paul Porcasi, Ferike Boros, Adrienne D'Ambricourt, Yola d'Avril",1931-12-31,2016-08-11,76,Warner Bros.,Fresh,83,6,Upright,80,756,0,5,1
m/1020684-sweet_bird_of_youth,Sweet Bird of Youth,"After unsuccessfully trying his luck in Hollywood, charming gigolo Chance Wayne (Paul Newman) wanders back to his hometown, accompanied by Alexandra Del Lago (Geraldine Page), a movie star on the wane. Chance quickly falls back into his old rut -- he's still smitten with his former sweetheart, Heavenly Finley (Shirley Knight), but her thuggish brother (Rip Torn) and her crooked politician father (Ed Begley) both hate him. When Alexandra leaves town, Chance is left with little more than trouble.",,R,"Classics, Drama",Richard Brooks,"Richard Brooks, Tennessee Williams","Paul Newman, Geraldine Page, Ed Begley Sr., Shirley Knight, Rip Torn, Mildred Dunnock, Madeleine Sherwood, Philip Abbott, Corey Allen, Barry Cahill, Dub Taylor, James Douglas, Barry Atwater, Charles Arnt, Dorothy Konrad, James Chandler, Mike Steen, Kelly Thordsen, William Forrest, Roy E. Glenn Sr., Davis Roberts, Robert Burton",1962-03-21,2016-11-21,120,MGM Home Entertainment,Fresh,72,18,Upright,72,1294,4,13,5
m/1020729-swing_time,Swing Time,"Dexterous and risk-taking Lucky Garnett (Fred Astaire) pursues dancing and gambling with equal verve. Engaged to the pretty Margaret Watson (Betty Furness), Lucky gets pre-wedding nerves, which leads to the ceremony being called off. Margaret's father decides that Lucky can have a second chance at marrying her if he can make $25,000, so he heads to New York City to seek his fortune. When Lucky meets the beautiful dance teacher Penny Carroll (Ginger Rogers), however, his priorities soon change.","Ginger Rogers and Fred Astaire are brilliant in Swing Time, one of the duo's most charming and wonderfully choreographed films.",NR,"Classics, Musical & Performing Arts, Romance",George Stevens,"Allan Scott, Howard Lindsay","Fred Astaire, Ginger Rogers, Victor Moore, Helen Broderick, Eric Blore, Betty Furness, George Metaxa, Landers Stevens, John Harrington, Pierre Watkin, Abe Reynolds, Gerald Hamer, Edgar Dearing, Harry Bowen, Harry Bernard, Donald Kerr, Jack Good, Ted O'Shea, Frank Edmunds, Bill Brand, Frank Jenks, Ralph Byrd, Charles D. Hall, Jean Perry, Olin Francis, Floyd Shackelford, Floyd Schackleford, Joey Ray, Jack Rice, Howard Hickman, Ralph Brooks, Ferdinand Munier, Fern Emmett, Bess Flowers, Frank Mills, Dale Van Sickel, Blanca Vischer, Ferdinand Minuer, Sailor Vincent, Baby Marie Osborne, Dennis O'Keefe",1936-09-04,2008-08-18,105,RKO Radio Pictures Inc.,Fresh,97,29,Upright,87,7395,5,28,1
m/1020736-swiss_family_robinson,Swiss Family Robinson,"In this family film, the Robinson clan -- mother (Dorothy McGuire), father (John Mills) and their three sons, Fritz, Ernst and Francis -- flee the reign of Napoleon to start afresh in New Guinea. When their ship gets damaged en route, the family takes refuge on a deserted island. The Robinsons learn to live in the wild, have various adventures and build an impressive house in a tree. However, while island life is full excitement, the question of whether to return to civilization looms.",,G,"Action & Adventure, Kids & Family",Ken Annakin,Lowell S. Hawley,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Tommy Kirk, Kevin Corcoran, Sessue Hayakawa, Cecil Parker, Andy Ho, Milton Reid, Larry Taylor",1960-12-21,2016-07-12,128,Buena Vista Pictures,Fresh,82,22,Upright,78,41488,2,18,4
m/1020814-tale_of_two_cities,A Tale of Two Cities,"This adaptation of the classic novel by Charles Dickens finds courageous British lawyer Sydney Carton (Ronald Colman) defending French aristocrat Charles Darnay (Donald Woods) from false accusations of treason against England. Carton also becomes enamored of Darnay's beautiful bride-to-be, Lucie (Elizabeth Allan), but she and Darnay marry and begin to raise a family in France. Then, when Darnay falls into the hands of French revolutionaries, Carton once again comes to his rescue.",,NR,"Classics, Drama, Romance",Jack Conway,"S.N. Behrmann, W.P. Lipscomb","Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen, Basil Rathbone, Ronald L. Coleman, Henry B. Walthall, Donald Woods, Walter Catlett, Fritz Leiber, Blanche Yurka, H.B. Warner, Mitchell Lewis, Claude Gillingwater, Billy Bevan, Isabel Jewell, Lucille La Verne, Tully Marshall, Fay Chaldecott, Eily Malyon, E.E. Clive, Lawrence Grant, John Davidson, Tom Ricketts, Donald Haines, Ralf Harolde, Nigel De Brulier, Boyd Irwin, Sam Flint, Winter Hall, Edward Peil Sr., Edward Hearn, Richard Alexander, Cyril McLaglen, Frank Mayo, Walter Kingsford, Barlowe Borland, Rolfe Sedan, Robert Warwick, Dale Fuller, C. Montague Shaw, Tempe Piggott, Chappell Dossett, Forrester Harvey, Jimmy Aubrey, Solange Dantas dos Santos, Billy House",1935-01-01,2012-04-16,128,Warner Home Video,Fresh,92,13,Upright,84,2145,0,12,1
m/1020861-taming_of_the_shrew,The Taming of the Shrew,"In this film adaptation of the classic Shakespeare play, Grumio (Cyril Cusack) and Hortensio (Victor Spinetti) both long to wed the same beautiful young woman. Unfortunately, her wealthy father (Michael Hordern) will not let his daughter marry unless her hot-tempered sister, Katherina (Elizabeth Taylor), also has a suitor. Luckily, the slovenly Petruchio (Richard Burton) is looking for an affluent woman to marry, so Grumio and Hortensio pay him to try to woo the extremely volatile Katherina.","It may not be reverent enough for purists, but This Taming of the Shrew is too funny -- and fun -- for the rest of us to resist.",NR,"Classics, Comedy, Drama, Romance","Franco Zeffirelli, Artie Mandelberg","Franco Zeffirelli, Paul Dehn, Suso Cecchi d'Amico","Elizabeth Taylor, Richard Burton, Cyril Cusack, Michael Hordern, Alfred Lynch, Alan Webb, Vernon Dobtcheff, Giancarlo Cobelli, Ken Parry, Anthony Gardner, Natasha Pyne, Michael York, Victor Spinetti, Roy Holder, Mark Dignam, Bice Valori, Anthony Garner, Alberto Bonucci, Gianni Magni, Lino Capolicchio, Roberto Antonelli, Tina Perna, Milena Vukotic, Alfredo Bianchini, Valentino Macchi, Carl Marotte, Craig Eldridge, Jason Beghe, Jeff Clarke, Lynne Deragon, Park Overall, Patrick Chilvers, Seth Adkins, Shannon Lawson",1967-03-08,2012-04-16,126,Sony Pictures Home Entertainment,Fresh,83,23,Upright,74,7870,3,19,4
m/1020889-target,Target,"Chris Lloyd (Matt Dillon) doesn't understand his father at all. Chris has a spontaneous personality and loves racing cars, while his father, Walter (Gene Hackman), is a conservative businessman. When Donna (Gayle Hunnicutt), Walter's wife, goes missing on her European vacation, Walter and Chris fly to Europe to locate her. But what Chris doesn't know is that Walter is a former CIA agent, and that some of his old intelligence contacts are the key to finding Donna.",,R,"Action & Adventure, Drama, Mystery & Suspense",Arthur Penn,"Ronald Bass, Don Petersen, Howard Berk, Leonard B. Stern","Gene Hackman, Matt Dillon, Josef Sommer, Gayle Hunnicutt, Victoria Fyodorova, Ilona Grubel, Herbert Berghof, Guy Boyd, Richard Münch, Ray Fry, Jean-Pol Dubois, Ullrich Haupt Jr., Werner Pochath, Thomas Hnevsa, Ullrich Haupt Sr., James Selby, Ric Krause, Robert Liensol, Robert Ground, Jany Holt, Catherine Réthi, Tomas Hnevsa, Charlotte Bailey, Veronique Guillaud, Jacques Mignot, Brad Williams, Randy Moore, Jean-Pierre Stewart",1985-11-08,2003-07-22,117,Warner Bros.,Fresh,71,7,Spilled,35,2404,0,5,2
m/1020897-tarzan_the_ape_man,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",,R,Action & Adventure,John Derek,"Gary Goddard, Tom Rowe","Bo Derek, Miles O'Keeffe, Richard Harris, John Phillip Law, Akushula Selayah, Steven Strong, Maxime Philoe, Leonard Bailey, Wilfrid Hyde-White, Laurie Main, Harold Ayer, C.J. the Orangutan",1981-07-24,2008-01-01,112,United Artists,Rotten,10,20,Spilled,19,3577,4,2,18
m/1021008-tempest,Tempest,"Based on Shakespeare's famed play, this modern update finds American architect Phillip Dimitrius (John Cassavetes) splitting from his wife, Antonia (Gena Rowlands), and relocating to a Greek island. Joining him is his new lover, Aretha Tomalin (Susan Sarandon), and his daughter, Miranda (Molly Ringwald), as well as the island's only other resident, the reclusive Kalibanos (Raul Julia). Eventually more people arrive, and they just happen to be Antonia and her new boyfriend, with his son in tow.",,PG,"Comedy, Documentary, Drama, Special Interest",Paul Mazursky,"Leon Capetanos, Paul Mazursky","John Cassavetes, Gena Rowlands, Susan Sarandon, Vittorio Gassman, Raul Julia, Molly Ringwald, Sam Robards, Paul Stewart, Jackie Gayle, Anthony Holland, Jerry Hardin, Lucianne Buchanan, Vassilis Glezakos, Sergio Nicolai, Luigi Laezza, Paul Mazursky, Betsy Mazursky, Carol Ficatier, Peter Lombard, Fred Pasternack, Nadine Darling, Nina Kolment, Juliet Taylor, Cynthia Harris, Paul Hecht, Mark Soper, Murray Grand, John Marolakos, George Moscaidis, Camille Lefko, Jery Hewitt, Barry Mitchell, Al Cerullo, Sheila Ozden, Nicos Mousoullis, Evanthia Glezakou, Clint Chin, Stella Nastou, Rudy Cherney, Thanasis Pagonis",1982-08-13,2012-01-01,145,Columbia Pictures,Rotten,55,11,Upright,74,774,2,6,5
m/1021014-ten_commandments,The Ten Commandments,"Although the first part of the film is set in ancient Egypt with Moses (Theodore Roberts) and Rameses (Charles De Roche), the central focus is the 1920s story of two brothers -- John (Richard Dix) and Dan McTavish (Rod La Rocque). John, a carpenter, is the son who embodies the laws of Moses, while Dan, a corrupt contractor, lives a life of sin. When a tragedy caused by Dan kills the brothers' mother (Edythe Chapman), Dan tries to redeem his wicked ways. But more hard lessons await him.",,NR,"Classics, Drama, Faith & Spirituality",Cecil B. DeMille,Jeanie Macpherson,"Theodore Roberts, Richard Dix, Rod La Rocque, Julia Faye, Edythe Chapman, Charles De Roche, Leatrice Joy, James Neill, Lawson Butt, Nita Naldi, Estelle Taylor, Clarence Burton, Noble Johnson, Robert Edeson, Charles Ogle, Agnes Ayres, Wilson Benge",1923-01-01,2016-07-22,146,Paramount Pictures,Fresh,83,6,Upright,73,7723,0,5,1
m/1021015-ten_commandments,The Ten Commandments,"Enjoying a life of ease in the court of Egypt's pharaoh, Moses (Charlton Heston) discovers his Hebrew heritage and, later, God's expectations of him. He dedicates himself to liberating his people from captivity and -- with the aid of plagues and divine intervention -- manages to lead them out of Egypt and across the Red Sea. A greater challenge comes in the form of the golden calf idol, however, and it takes an unforgettable visitation by God on Mount Sinai for Moses' mission to prevail.","Bombastic and occasionally silly but extravagantly entertaining, Cecil B. DeMille's all-star spectacular is a muscular retelling of the great Bible story.",G,"Classics, Drama, Faith & Spirituality",Cecil B. DeMille,"Jesse L. Lasky, Aeneas MacKenzie, Fredric M. Frank, Jack Gariss, Jesse Lasky Jr.","Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo, Debra Paget, John Derek, Cedric Hardwicke, Nina Foch, Martha Scott, Judith Anderson, Vincent Price, Olive Deering, John Carradine, Eduard Franz, Donald Curtis, Douglass Dumbrille, Lawrence Dobkin, Frank de Kova, H.B. Warner, Henry Wilcoxon, Julia Faye, Lisa Mitchell, Noelle Williams, Joanna Merlin, Pat Richard, Joyce Vanderveen, Diane Hall, Abbas El Boughdadly, Fraser C. Heston, Eugene Mazzola, John Miljan, Ramsay Hill, Tommy Duran, Francis McDonald, Ian Keith, Joan Woodbury, Ramsey Hill, Woody Strode, Dorothy Adams, Eric Alden, Henry Brandon, Mike Connors, Henry Corden, Edna Mae Cooper, Abbas El Bougbdadly, Kem Dibbs, Fred Kohler Jr., Gail Kobe, John Merton, Mena Mohamed, Addison Richards, Onslow Stevens, Clint Walker, Frank Wilcox, Luis Alberni, Michael Ansara, Fred Coby, Tony Dante, Frankie Darro, Edward Earle, Olive Carey, Franklyn Farnum, John Hart, Ed Hinton, Walter Woolf King, Frank Lackteen, Emmett Lynn, Stanley Price, Bob Carson, Herb Alpert, E.J. Andre, Esther Brown, Robert Clarke, Mary Benoit, Paul De Rolf, Zeev Bufman, Kathy Garver, Maude Fealy, George Melford, Mimi Gibson, Nancy Hale, Jeane Wood, Lillian Albertson, Richard Kean, Joel Ashley, George Baxter, Robert Bice, Kenneth MacDonald, Peter Coe, Peter Mamakos, Steve Darrell, Irene Martin, Matty Fain, Paula Morgan, John Parrish, Anthony George, Rodd Redwing, Gavin Gordon, Kay Hammond, Peter Hanson, Adeline de Walt Reynolds, Irene Tedrow, Barry Macollum, Baynes Barron, Ken Dibbs, Carl ""Alfalfa"" Switzer, Keith Richards (II), James Coburn, Moe DiSesso, Franklin Farnum, Eugenia Strauss, Lisa Lee Mitchell, Robert Vaughn, Michael Connors, Steven Darrell, Robert Carson, Cecil B. DeMille, Keith Richards (I)",1956-10-05,2016-11-24,220,Paramount Pictures,Fresh,89,37,Upright,87,60242,6,33,4
